SH, 19, 2010031012,   , BEST,   0,  97S, 1728W,  25, 1004, DB,   0,    ,    0,    0,    0,    0, 
SH, 19, 2010031018,   , BEST,   0, 102S, 1731W,  25, 1004, DB,   0,    ,    0,    0,    0,    0, 1008,  150,  50,   0,   0,   P,   0,    ,   0,   0,     INVEST, S, 
SH, 19, 2010031318,   , BEST,   0, 130S, 1790W,  70,  970, HU,  34, NEQ,   70,   70,   75,   70, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031318,   , BEST,   0, 130S, 1790W,  70,  970, HU,  50, NEQ,   35,   35,   40,   35, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031318,   , BEST,   0, 130S, 1790W,  70,  970, HU,  64, NEQ,   10,   10,   10,   10, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031400,   , BEST,   0, 135S, 1793W,  85,  959, HU,  34, NEQ,  100,  105,  110,  100, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031400,   , BEST,   0, 135S, 1793W,  85,  959, HU,  50, NEQ,   55,   55,   60,   55, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031400,   , BEST,   0, 135S, 1793W,  85,  959, HU,  64, NEQ,   25,   25,   25,   25, 1003,  225,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031406,   , BEST,   0, 141S, 1795W,  85,  959, HU,  34, NEQ,  110,  110,  105,  105, 1003,  240,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031406,   , BEST,   0, 141S, 1795W,  85,  959, HU,  50, NEQ,   60,   60,   55,   55, 1003,  240,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031406,   , BEST,   0, 141S, 1795W,  85,  959, HU,  64, NEQ,   25,   25,   25,   25, 1003,  240,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031412,   , BEST,   0, 146S, 1796W, 100,  948, HU,  34, NEQ,  120,  120,  110,  110, 1001,  250,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031412,   , BEST,   0, 146S, 1796W, 100,  948, HU,  50, NEQ,   65,   65,   60,   60, 1001,  250,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031412,   , BEST,   0, 146S, 1796W, 100,  948, HU,  64, NEQ,   30,   30,   25,   25, 1001,  250,  10,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031418,   , BEST,   0, 151S, 1796W, 100,  948, HU,  34, NEQ,  110,  120,  115,  110,  850,    0,   0,   0,   0, 
SH, 19, 2010031418,   , BEST,   0, 151S, 1796W, 100,  948, HU,  50, NEQ,   60,   65,   60,   60,  850,    0,   0,   0,   0, 
SH, 19, 2010031418,   , BEST,   0, 151S, 1796W, 100,  948, HU,  64, NEQ,   25,   30,   25,   25,  850,    0,   0,   0,   0, 
SH, 19, 2010031500,   , BEST,   0, 156S, 1794W, 110,  941, HU,  34, NEQ,  120,  130,  125,  120, 1008,  150,  15,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031500,   , BEST,   0, 156S, 1794W, 110,  941, HU,  50, NEQ,   65,   70,   65,   65, 1008,  150,  15,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031500,   , BEST,   0, 156S, 1794W, 110,  941, HU,  64, NEQ,   30,   35,   30,   30, 1008,  150,  15,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031506,   , BEST,   0, 162S, 1795W, 115,  937, HU,  34, NEQ,  135,  135,  120,  120, 1004,  180,  15,   0,  15,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031506,   , BEST,   0, 162S, 1795W, 115,  937, HU,  50, NEQ,   70,   70,   65,   65, 1004,  180,  15,   0,  15,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031506,   , BEST,   0, 162S, 1795W, 115,  937, HU,  64, NEQ,   35,   35,   30,   30, 1004,  180,  15,   0,  15,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031512,   , BEST,   0, 169S, 1795W, 115,  937, HU,  34, NEQ,  145,  145,  135,  135, 1002,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031512,   , BEST,   0, 169S, 1795W, 115,  937, HU,  50, NEQ,   80,   80,   75,   75, 1002,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031512,   , BEST,   0, 169S, 1795W, 115,  937, HU,  64, NEQ,   45,   45,   35,   35, 1002,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031518,   , BEST,   0, 177S, 1795W, 105,  944, HU,  34, NEQ,  145,  145,  135,  135, 1000,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031518,   , BEST,   0, 177S, 1795W, 105,  944, HU,  50, NEQ,   80,   80,   75,   75, 1000,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031518,   , BEST,   0, 177S, 1795W, 105,  944, HU,  64, NEQ,   45,   45,   35,   35, 1000,  200,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031600,   , BEST,   0, 186S, 1795W, 105,  944, HU,  34, NEQ,  165,  160,  130,  125,  996,  180,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, S, 
SH, 19, 2010031600,   , BEST,   0, 186S, 1795W, 105,  944, HU,  50, NEQ,   90,   85,   80,   70,  996,  180,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, S, 
SH, 19, 2010031600,   , BEST,   0, 186S, 1795W, 105,  944, HU,  64, NEQ,   50,   50,   45,   40,  996,  180,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, S, 
SH, 19, 2010031606,   , BEST,   0, 198S, 1792W, 105,  944, HU,  34, NEQ,  165,  160,  130,  125,  996,  215,  20,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031606,   , BEST,   0, 198S, 1792W, 105,  944, HU,  50, NEQ,   90,   85,   80,   70,  996,  215,  20,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031606,   , BEST,   0, 198S, 1792W, 105,  944, HU,  64, NEQ,   50,   50,   45,   40,  996,  215,  20,   0,  30,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031612,   , BEST,   0, 212S, 1787W, 105,  944, HU,  34, NEQ,  165,  160,  130,  125,  996,  215,  20,   0,  20,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031612,   , BEST,   0, 212S, 1787W, 105,  944, HU,  50, NEQ,   90,   85,   80,   70,  996,  215,  20,   0,  20,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031612,   , BEST,   0, 212S, 1787W, 105,  944, HU,  64, NEQ,   50,   50,   45,   40,  996,  215,  20,   0,  20,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031618,   , BEST,   0, 231S, 1780W, 105,  944, HU,  34, NEQ,  185,  180,  155,  130, 1002,  215,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031618,   , BEST,   0, 231S, 1780W, 105,  944, HU,  50, NEQ,  105,  100,   85,   70, 1002,  215,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031618,   , BEST,   0, 231S, 1780W, 105,  944, HU,  64, NEQ,   55,   55,   50,   45, 1002,  215,  15,   0,  10,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031700,   , BEST,   0, 250S, 1767W, 100,  948, HU,  34, NEQ,  215,  195,  165,  145, 1000,  195,  15,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031700,   , BEST,   0, 250S, 1767W, 100,  948, HU,  50, NEQ,  115,  105,   85,   70, 1000,  195,  15,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031700,   , BEST,   0, 250S, 1767W, 100,  948, HU,  64, NEQ,   65,   60,   50,   45, 1000,  195,  15,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031706,   , BEST,   0, 270S, 1747W,  85,  959, HU,  34, NEQ,  215,  195,  165,  145, 1000,  190,  35,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031706,   , BEST,   0, 270S, 1747W,  85,  959, HU,  50, NEQ,  115,  105,   85,   70, 1000,  190,  35,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031706,   , BEST,   0, 270S, 1747W,  85,  959, HU,  64, NEQ,   65,   60,   50,   45, 1000,  190,  35,   0,   0,   P,   0,    ,   0,   0,      TOMAS, D, 
SH, 19, 2010031712,   , BEST,   0, 294S, 1717W,  65,  974, HU,  34, NEQ,  215,  195,  165,  145, 
SH, 19, 2010031712,   , BEST,   0, 294S, 1717W,  65,  974, HU,  50, NEQ,  115,  105,   85,   70, 
SH, 19, 2010031718,   , BEST,   0, 314S, 1678W,  45,  989, EX,  34, NEQ,  215,  195,  165,  145, 
